Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
157,-1.0404,100.2726,69.2972,178.395,21.905,-6.651,5.92,44.291,22.179,8.781,28.458,15.0,-19.653,-47.108,-41.505,3.849,8.538,15.0,-1.281,-0.128,2.546,-141.035,68.612,3.367,43.28,-0.0,0.0,-0.0,-108.628,-57.454,-6.986,39.152,0.0,-22.689,0.0
158,-0.8559,101.8954,69.5475,175.481,22.401,-4.751,9.958,41.929,21.144,9.023,27.112,15.0,-27.518,-48.506,-39.928,3.986,7.988,15.0,-0.933,2.604,3.077,-143.515,67.06,-82.576,60.868,-0.0,0.0,-0.0,-112.502,-54.838,-61.068,68.783,0.0,-24.458,0.0
159,-0.6286,103.546,69.8805,172.526,23.125,-2.923,13.509,39.734,20.348,9.196,30.0,15.0,-35.847,-49.331,-36.711,4.254,10.543,15.0,-1.033,5.112,4.139,-147.243,66.191,-3.196,67.417,-0.0,0.0,-0.0,-115.234,-52.632,-93.386,87.802,0.0,-27.383,0.0
160,-0.3671,105.232,70.2767,169.296,24.38,-1.622,16.416,37.969,20.409,9.739,23.89,15.0,-44.229,-49.287,-30.8,5.021,7.344,15.0,-1.4,7.56,5.423,-149.095,64.969,73.585,64.832,-0.0,0.0,-0.0,-116.457,-51.455,-103.588,95.81,0.0,-31.453,0.0
161,-0.0975,106.9796,70.701,165.457,26.065,-1.082,18.785,36.686,21.303,9.874,17.88,15.0,-51.893,-48.62,-23.693,5.874,3.707,15.0,-2.292,9.788,7.206,-151.741,60.856,143.942,79.575,-0.0,0.0,-0.0,-115.941,-51.478,-91.75,92.728,0.0,-36.696,0.0
162,0.164,108.8283,71.1143,161.108,28.186,-1.383,20.673,35.931,23.166,9.541,15.38,15.0,-58.392,-47.564,-16.756,6.522,2.543,15.0,-3.871,12.045,9.564,-154.341,57.722,57.998,79.059,-0.0,0.0,-0.0,-114.41,-52.247,-57.366,78.924,0.0,-43.283,0.0
163,0.4409,110.762,71.5037,155.821,30.299,-2.66,22.138,35.594,26.413,8.863,17.487,15.0,-63.656,-46.532,-11.18,7.113,-2.898,15.0,-5.831,14.305,12.292,-157.144,55.537,-27.946,72.412,0.0,0.0,-0.0,-111.891,-53.951,-0.176,54.546,0.0,-50.976,0.0
164,0.7546,112.7231,71.8379,150.23,32.254,-4.256,22.729,34.613,27.394,8.232,14.766,15.0,-68.002,-45.685,-7.5,7.617,0.184,15.0,-7.641,16.567,15.044,-159.375,51.182,-90.305,57.22,0.0,0.0,-0.0,-110.282,-55.936,20.628,38.597,0.0,-59.121,0.0
165,1.1156,114.702,72.0603,144.526,34.152,-6.143,20.894,34.494,44.017,8.184,17.922,15.0,-71.654,-45.055,-5.853,8.095,3.188,15.0,-9.234,18.857,17.644,-161.366,45.808,-106.262,58.872,0.0,0.0,0.316,-111.851,-56.609,51.565,46.415,0.0,-66.646,0.0
166,1.5771,116.7339,72.1478,138.867,36.099,-8.309,21.624,31.677,35.008,6.711,24.533,15.0,-74.751,-44.417,-5.231,8.538,8.011,15.0,-10.157,21.201,19.698,-161.528,39.768,-132.288,71.463,0.0,0.0,0.28,-114.037,-56.764,50.779,63.931,0.0,-72.308,0.0
167,2.1408,118.8292,72.1122,133.055,37.867,-10.284,26.016,26.277,20.835,3.539,19.087,15.0,-77.243,-43.536,-4.789,9.174,15.237,15.0,-10.535,23.33,21.372,-161.178,36.036,-136.497,73.514,0.0,0.0,-0.324,-114.415,-57.284,59.893,71.034,0.0,-75.084,0.0
168,2.7879,120.9543,71.9199,127.231,39.693,-12.011,28.519,21.921,-31.273,1.404,8.003,15.0,-79.153,-42.107,-3.201,10.795,13.185,15.0,-10.078,25.422,22.536,-158.395,34.204,-133.976,70.162,-0.0,0.0,-1.399,-113.944,-58.291,63.849,75.056,0.0,-74.432,0.0
169,3.4881,123.0702,71.5269,121.166,41.827,-14.092,27.076,19.235,-117.216,0.56,7.171,15.0,-80.361,-40.486,-1.801,13.519,4.204,15.0,-9.115,27.122,23.271,-155.017,32.384,-119.031,64.77,-0.0,0.0,-2.845,-111.752,-59.673,61.858,76.311,0.0,-70.497,0.0
170,4.2107,125.1963,70.9378,114.774,44.111,-16.734,28.494,15.299,-31.273,-1.295,-2.914,15.0,-80.978,-38.511,-0.464,17.579,-7.734,15.0,-7.583,28.389,23.632,-151.95,30.9,-76.168,67.026,0.0,0.0,-4.609,-108.002,-61.392,53.389,74.438,0.0,-63.95,0.0
171,4.9922,127.4149,70.1641,107.412,46.071,-20.364,27.342,13.398,54.671,-1.986,-3.525,15.0,-81.048,-36.212,0.348,22.941,-22.69,15.0,-5.288,29.161,23.595,-149.549,28.812,2.042,85.316,0.0,0.0,-6.525,-102.81,-63.611,38.878,69.63,0.0,-55.439,0.0
172,5.853,129.7351,69.2364,100.162,47.675,-23.7,23.037,12.765,78.715,-1.088,-4.718,15.0,-80.953,-33.533,0.567,29.306,-29.824,15.0,-2.392,29.453,23.28,-147.21,26.318,18.32,91.589,0.001,0.0,-8.308,-96.481,-66.038,17.97,61.47,0.0,-45.597,0.0
173,6.7033,132.0784,68.1933,93.101,49.811,-27.576,15.755,14.006,69.294,0.995,4.8,15.0,-80.753,-30.426,-0.079,35.889,-39.672,15.0,0.648,29.562,22.83,-144.985,27.835,27.564,87.635,0.001,0.0,-9.719,-92.38,-66.677,24.383,67.868,0.0,-34.912,0.0
174,7.5042,134.4124,67.1746,85.867,52.035,-31.899,11.073,12.849,56.76,1.596,15.709,15.0,-80.514,-26.972,-1.291,41.76,-43.231,15.0,4.387,29.628,21.873,-140.385,31.624,41.578,79.759,0.002,0.0,-11.312,-87.403,-67.648,21.132,69.017,0.0,-24.197,0.0
175,8.3206,136.743,66.3394,78.741,53.917,-36.211,8.071,10.441,61.542,0.986,19.697,15.0,-80.166,-23.291,-2.801,46.418,-47.203,15.0,7.994,29.565,21.122,-137.675,36.421,-4.419,49.336,0.002,0.0,-12.822,-83.716,-67.902,16.249,70.687,0.0,-14.047,0.0
176,9.1268,138.9875,65.7967,71.701,55.383,-40.535,1.903,9.074,41.338,1.694,19.824,15.0,-79.735,-19.742,-4.509,49.154,-34.824,15.0,11.604,29.549,20.499,-133.453,42.263,-63.102,14.155,0.001,0.0,-13.971,-80.525,-68.334,12.986,71.721,0.0,-5.017,0.0
177,9.8453,141.094,65.536,64.974,56.395,-44.957,-5.518,7.888,11.326,2.543,22.356,15.0,-79.144,-16.654,-6.42,50.612,-28.578,15.0,14.935,29.492,20.024,-126.607,45.119,-104.12,-15.425,0.001,0.0,-14.697,-76.778,-68.48,-9.408,71.681,0.0,2.068,0.0
178,10.4389,143.0617,65.5449,58.647,56.796,-49.529,-7.824,4.608,23.425,1.337,14.539,15.0,-78.473,-14.139,-8.154,51.392,-24.465,15.0,17.322,29.437,20.142,-118.635,45.542,-111.789,-27.995,0.001,0.0,-15.074,-76.322,-69.213,3.945,75.064,0.0,6.613,0.0
179,10.9251,144.9242,65.8082,52.432,56.474,-53.934,-11.166,3.109,21.943,0.952,5.961,15.0,-77.868,-12.22,-9.631,52.357,-25.892,15.0,18.724,29.355,20.817,-109.959,42.481,-86.364,-19.361,0.197,0.0,-15.164,-75.187,-70.502,14.551,77.328,0.0,8.481,0.0
180,11.3384,146.7027,66.2634,46.68,55.439,-57.551,-13.725,2.562,22.132,0.879,0.733,15.0,-77.642,-10.983,-11.086,54.103,-28.143,15.0,18.558,29.332,22.209,-100.156,40.426,-89.329,-24.155,1.235,0.0,-15.067,-74.076,-71.53,21.595,78.492,0.0,7.397,0.0
181,11.6889,148.3441,66.7942,42.008,53.883,-60.219,-15.368,2.847,23.333,0.873,-0.688,15.0,-77.773,-10.433,-12.641,56.721,-33.833,15.0,17.607,29.471,23.708,-92.275,35.564,-77.683,1.098,0.093,0.0,-15.0,-70.781,-73.1,25.978,78.137,0.0,3.686,0.0
182,12.0168,149.8824,67.2471,37.952,52.146,-61.928,-16.115,3.744,25.263,0.713,2.744,15.0,-78.11,-10.63,-14.331,59.846,-39.139,15.0,15.66,29.562,25.416,-83.71,32.46,-30.608,16.61,-2.58,0.0,-15.0,-66.909,-74.811,29.864,76.931,0.0,-1.886,0.0
183,12.3403,151.3577,67.5699,34.505,50.234,-62.674,-16.07,5.082,27.688,0.453,10.769,15.0,-78.278,-11.427,-16.217,62.874,-46.178,15.0,13.201,29.35,27.034,-79.074,26.881,19.564,38.919,-6.133,0.0,-15.0,-61.805,-75.44,22.959,74.972,0.0,-8.021,0.0
184,12.6391,152.7361,67.8384,31.799,48.051,-62.668,-15.533,6.488,29.309,0.759,6.776,15.0,-77.858,-12.637,-18.394,64.717,-40.766,15.0,10.891,28.751,28.14,-73.412,23.086,105.508,57.415,-9.918,0.0,-15.0,-55.644,-75.717,11.142,72.462,0.0,-13.711,0.0
185,12.916,154.0187,68.1002,29.766,45.784,-62.158,-14.485,8.108,31.347,0.624,18.426,15.0,-76.665,-14.071,-20.853,65.32,-32.096,15.0,8.734,27.789,28.906,-66.847,21.72,19.564,57.51,-13.285,0.0,-15.0,-49.863,-74.835,-12.316,70.751,0.0,-18.33,0.0
186,13.1695,155.2154,68.3674,27.802,43.67,-61.393,-13.11,9.624,33.263,0.775,20.497,15.0,-74.768,-15.562,-23.42,64.92,-26.347,15.0,7.138,26.543,29.258,-61.125,19.814,105.508,69.974,-15.585,0.0,-15.0,-46.568,-73.888,-1.531,73.641,0.0,-21.507,0.0
187,13.4095,156.3497,68.6451,26.316,41.601,-60.449,-11.632,10.841,34.412,1.19,14.443,15.0,-72.488,-16.934,-25.921,63.996,-27.007,15.0,5.909,25.083,29.505,-54.569,20.662,19.564,60.742,-16.168,0.0,-15.0,-42.708,-72.637,-1.765,75.641,0.0,-23.262,0.0
188,13.6523,157.4501,68.9376,24.914,39.61,-59.51,-10.211,11.753,34.933,1.548,13.773,15.0,-70.319,-18.191,-28.205,62.99,-25.943,15.0,5.339,23.718,29.47,-49.102,21.187,105.508,59.581,-15.0,0.0,-15.0,-38.86,-70.999,-6.175,77.505,0.0,-24.28,0.0
189,13.9068,158.5335,69.2534,23.719,37.791,-58.428,-8.798,12.291,34.727,1.812,10.002,15.0,-68.415,-19.365,-30.232,62.235,-29.489,15.0,5.402,22.62,29.149,-44.92,20.79,32.648,71.602,-15.0,0.0,-15.0,-35.103,-69.529,-15.439,78.992,0.0,-24.92,0.0
190,14.1687,159.6015,69.6045,22.675,36.134,-57.179,-7.42,12.584,34.388,1.754,12.616,15.0,-66.811,-20.542,-31.983,61.831,-38.304,15.0,5.353,21.721,28.981,-39.767,22.998,35.337,61.22,-15.0,0.0,-15.0,-32.586,-68.283,-20.794,80.249,0.0,-25.337,0.0
191,14.4314,160.6585,69.989,21.808,34.601,-55.794,-6.019,12.973,35.063,1.987,3.777,15.0,-65.354,-21.755,-33.64,61.213,-36.83,15.0,5.566,21.078,28.457,-35.856,23.907,11.797,66.213,-15.0,0.0,-15.0,-30.751,-66.336,-36.518,80.673,0.0,-25.787,0.0
192,14.695,161.7065,70.3864,20.937,33.106,-54.321,-4.739,13.375,36.034,2.087,2.975,15.0,-63.849,-22.974,-35.265,60.304,-30.06,15.0,5.633,20.635,27.838,-31.44,26.538,-10.222,54.766,-15.029,0.0,-15.0,-30.091,-65.506,-37.057,81.805,0.0,-26.585,0.0
193,14.9558,162.7446,70.7884,20.072,31.653,-52.711,-3.581,13.889,37.316,2.311,5.685,15.0,-62.18,-24.102,-36.883,59.022,-20.376,15.0,5.509,20.262,27.217,-27.088,30.074,-47.558,36.17,-14.982,0.0,-15.0,-30.179,-64.832,-32.983,82.707,0.0,-27.791,0.0
194,15.1784,163.7745,71.1984,19.265,30.142,-51.051,-2.504,14.448,38.73,2.584,3.402,15.0,-60.305,-25.106,-38.46,57.701,-19.901,15.0,5.445,19.9,26.55,-24.299,31.867,-49.198,36.059,-14.943,0.0,-15.0,-30.182,-64.227,-26.303,83.066,0.0,-29.359,0.0
195,15.3299,164.7975,71.6153,18.58,28.568,-49.287,-1.704,14.934,39.177,2.584,5.307,15.0,-58.217,-25.934,-40.034,55.821,-12.343,15.0,5.077,19.456,26.143,-21.566,34.908,-74.513,24.253,-15.043,0.0,-15.0,-30.823,-63.565,-16.138,82.997,0.0,-31.156,0.0
196,15.4119,165.8187,72.0344,17.986,26.976,-47.417,-1.181,15.479,39.201,2.218,10.503,15.0,-56.013,-26.619,-41.594,53.758,-6.089,15.0,4.823,18.978,25.7,-20.708,35.71,-58.961,34.219,-15.038,0.0,-15.0,-31.283,-62.513,-9.478,82.306,0.0,-33.034,0.0
197,15.4529,166.8514,72.4504,17.36,25.404,-45.463,-1.031,16.131,38.878,1.483,21.461,15.0,-53.694,-27.138,-43.197,51.82,-15.727,15.0,4.378,18.402,25.379,-19.935,37.206,-58.603,36.687,-14.545,0.0,-15.0,-32.182,-61.561,-0.999,80.687,0.0,-34.909,0.0
198,15.4735,167.9033,72.8543,16.566,23.927,-43.363,-1.288,17.002,38.79,0.92,24.304,15.0,-51.396,-27.573,-44.864,49.706,-22.071,15.0,3.756,17.78,25.052,-19.432,38.593,-58.164,38.533,-14.226,0.0,-15.0,-33.616,-59.791,-0.105,79.928,0.0,-36.751,0.0
199,15.4823,168.9604,73.2411,15.774,22.525,-41.118,-1.874,18.153,39.503,1.015,9.879,15.0,-49.137,-28.001,-46.636,47.176,-13.305,15.0,3.012,17.115,24.679,-19.201,39.789,-57.874,39.745,-14.084,0.0,-15.0,-35.882,-56.766,-12.356,79.211,0.0,-38.557,0.0
200,15.485,170.0145,73.6049,15.039,21.207,-38.861,-2.753,19.304,40.1,1.369,-3.503,15.0,-46.918,-28.52,-48.499,44.568,2.282,15.0,2.331,16.406,24.322,-19.214,40.563,-57.051,41.192,-14.115,0.0,-15.0,-38.055,-54.098,-18.053,78.774,0.0,-40.322,0.0
201,15.5055,171.0762,73.9497,14.265,19.96,-36.684,-3.562,20.529,41.286,2.352,-23.063,15.0,-44.646,-29.094,-50.517,42.191,11.864,15.0,1.803,15.659,23.987,-19.381,40.991,-56.352,41.982,-14.228,0.0,-15.0,-40.078,-50.689,-30.792,78.793,0.0,-41.958,0.0
202,15.5761,172.1613,74.2916,13.583,18.69,-34.825,-3.962,21.627,42.776,3.164,-30.498,15.0,-42.284,-29.682,-52.721,40.233,16.047,15.0,1.711,14.996,23.733,-19.775,40.982,-55.888,42.121,-14.525,0.0,-15.0,-40.906,-48.759,-27.826,76.21,0.0,-43.312,0.0
203,15.7244,173.2941,74.6075,12.834,17.359,-33.451,-3.602,22.819,45.866,3.826,-25.623,15.0,-39.718,-30.092,-55.217,38.525,12.863,15.0,1.623,14.479,23.532,-19.154,40.669,-49.903,40.927,-14.984,0.0,-15.0,-42.706,-45.881,-37.167,78.072,0.0,-44.214,0.0
204,15.9598,174.4912,74.8555,11.547,16.04,-32.474,-3.187,22.943,45.002,4.22,-24.655,15.0,-37.069,-30.239,-57.802,36.914,9.917,15.0,2.353,14.317,22.995,-20.539,39.417,-58.082,45.344,-15.211,0.0,-15.0,-43.119,-44.416,-34.725,78.781,0.0,-44.547,0.0
205,16.2741,175.746,75.0332,9.902,14.714,-31.827,-2.417,22.788,43.639,4.167,-13.995,15.0,-34.375,-30.123,-60.355,35.66,-1.203,15.0,3.39,14.451,22.363,-21.506,37.896,-63.926,48.933,-15.0,0.0,-15.01,-42.669,-43.978,-21.305,77.612,0.0,-44.258,0.0
206,16.6566,177.0459,75.153,8.253,13.462,-31.406,-1.31,22.708,43.052,4.082,-6.746,14.78,-31.791,-29.795,-62.765,34.459,-9.75,15.0,4.368,14.77,21.628,-21.635,36.322,-66.792,50.701,-15.0,0.0,-15.028,-42.583,-42.91,-12.994,76.482,0.0,-43.429,0.0
207,17.0706,178.373,75.2334,6.729,12.245,-31.156,-0.052,22.744,43.294,4.035,-0.941,13.604,-29.373,-29.466,-64.884,33.249,-13.809,15.0,5.227,15.1,20.906,-21.176,34.779,-67.047,50.522,-15.0,0.0,-15.015,-42.354,-41.665,-4.715,74.168,0.0,-42.303,0.0
208,17.4717,179.7096,75.3026,5.434,11.008,-30.967,1.264,22.782,44.185,4.098,2.044,11.859,-27.094,-29.423,-66.675,32.053,-13.809,15.0,5.85,15.182,20.385,-20.341,33.376,-65.004,48.482,-15.0,0.0,-14.946,-41.999,-40.042,1.462,70.608,0.0,-41.106,0.0
209,17.8227,181.0364,75.3963,4.604,9.721,-30.562,2.539,22.699,45.38,4.533,-2.782,9.78,-24.9,-29.819,-68.256,30.685,-4.545,15.0,6.221,14.89,20.136,-19.384,32.132,-60.925,45.309,-15.0,0.0,-14.818,-41.446,-38.114,5.905,66.877,0.0,-40.005,0.0
210,18.1195,182.3377,75.5387,4.342,8.243,-29.938,3.777,22.464,47.188,4.878,-1.308,7.696,-22.738,-30.694,-69.861,29.566,-1.508,15.0,6.44,14.212,20.158,-18.499,31.02,-55.058,41.089,-15.0,0.0,-14.652,-40.326,-37.025,18.83,61.668,0.0,-39.224,0.0
211,18.3928,183.599,75.7331,4.472,6.756,-29.12,4.948,22.052,49.786,5.017,6.18,5.983,-20.547,-31.872,-71.718,28.502,-6.918,15.0,6.226,13.188,20.291,-17.328,29.993,-46.932,36.685,-15.011,0.0,-14.469,-40.529,-34.458,13.366,61.681,0.0,-38.906,0.0
212,18.6725,184.812,75.9573,4.726,5.608,-28.194,5.351,20.515,47.924,4.888,7.403,5.021,-18.462,-33.16,-73.671,26.869,3.115,15.0,6.504,12.09,20.119,-18.669,28.275,-53.404,39.227,-15.07,0.0,-14.277,-39.443,-32.932,16.274,60.334,0.0,-39.105,0.0
213,18.971,185.9725,76.204,4.903,4.825,-27.254,5.671,19.075,46.561,4.665,7.736,4.371,-16.408,-34.361,-75.703,25.235,10.173,15.0,6.655,10.972,19.942,-19.161,26.643,-53.96,39.929,-15.064,0.0,-14.065,-38.323,-31.136,18.239,58.97,0.0,-39.763,0.0
214,19.2914,187.0882,76.4702,4.799,4.166,-26.384,5.994,17.918,45.702,4.429,4.569,3.851,-14.501,-35.245,-77.494,23.669,11.319,15.0,6.936,10.022,19.558,-19.541,24.949,-54.454,41.001,-14.929,0.0,-13.755,-36.968,-29.239,20.24,57.929,0.0,-40.755,0.0
215,19.6308,188.155,76.7484,4.488,3.485,-25.566,6.332,17.081,45.009,4.215,0.404,3.339,-12.707,-35.784,-78.796,22.089,13.446,15.0,7.445,9.294,19.053,-19.817,23.252,-54.868,42.212,-14.631,0.0,-13.2,-34.712,-27.8,39.404,51.407,0.0,-41.882,0.0
216,19.9857,189.155,77.0275,3.997,2.721,-24.866,6.75,16.523,44.347,3.94,0.921,2.786,-11.083,-35.972,-78.97,20.638,11.329,15.0,7.72,8.749,18.501,-19.548,21.813,-54.583,42.922,-14.171,0.0,-12.309,-34.285,-24.867,47.558,60.537,0.0,-42.898,0.0
217,20.3468,190.0963,77.295,3.383,2.038,-24.209,7.247,16.092,43.468,3.833,-3.519,2.211,-9.471,-35.944,-78.38,19.193,8.821,15.0,8.051,8.309,18.026,-19.174,20.606,-54.172,43.473,-13.584,0.0,-11.053,-33.523,-22.091,9.202,67.253,0.0,-43.611,0.0
218,20.7014,190.9792,77.5372,2.778,1.318,-23.491,7.948,15.981,43.846,3.684,-6.089,1.642,-7.917,-35.892,-77.226,17.796,5.699,15.0,8.388,7.894,17.603,-18.959,19.931,-56.266,43.432,-12.932,0.0,-9.218,-32.499,-19.481,-60.354,72.166,0.0,-43.947,0.0
219,21.0396,191.7875,77.7408,2.273,0.581,-22.721,8.164,15.155,40.707,3.25,1.651,1.088,-7.224,-35.028,-71.991,16.259,4.627,15.0,8.571,7.388,17.309,-18.196,18.988,-52.694,43.506,-12.308,0.0,-6.606,-31.166,-17.26,-145.609,72.13,0.0,-43.849,0.0
220,21.356,192.5006,77.9014,1.894,-0.062,-21.91,8.357,14.5,38.465,2.951,8.047,0.577,-7.026,-33.651,-64.414,14.716,4.725,15.0,8.673,6.774,17.012,-17.454,18.421,-49.668,43.307,-11.789,0.0,-3.236,-29.646,-15.351,-59.666,69.705,0.0,-43.361,0.0
221,21.6425,193.1067,78.022,1.623,-0.514,-21.041,8.464,13.986,37.02,3.262,-2.8,0.105,-7.101,-31.767,-55.285,13.159,6.024,15.0,8.623,6.037,16.74,-16.204,18.825,-63.219,35.798,-11.312,0.0,0.543,-28.051,-13.724,26.278,64.966,0.0,-42.619,0.0
222,21.8998,193.6291,78.1131,1.444,-0.731,-20.249,8.462,13.591,36.246,3.665,-14.655,-0.33,-7.255,-29.52,-45.7,11.755,4.527,15.0,8.747,5.224,16.359,-16.066,18.544,-51.298,40.202,-10.875,0.0,4.281,-26.09,-12.596,20.274,57.79,0.0,-41.846,0.0
223,22.1319,194.0844,78.1871,1.342,-0.781,-19.519,8.349,13.373,36.057,4.087,-23.623,-0.731,-7.235,-27.089,-36.892,10.487,2.379,15.0,9.092,4.419,15.886,-17.314,17.163,-37.71,60.189,-10.477,0.0,7.521,-23.771,-12.119,27.789,48.134,0.0,-41.257,0.0
224,22.3408,194.4919,78.2607,1.186,-0.789,-18.835,8.21,13.363,36.353,4.147,-19.616,-1.089,-6.916,-24.601,-29.591,9.307,1.592,15.0,9.089,3.713,15.418,-18.037,16.66,13.833,73.33,-10.116,0.0,9.856,-23.596,-10.67,45.976,54.247,0.0,-41.025,0.0
225,22.5247,194.8723,78.3476,0.922,-0.802,-18.173,8.127,13.587,37.045,4.077,-12.979,-1.383,-6.016,-22.318,-25.21,8.319,-0.209,15.0,9.141,3.205,15.073,-18.723,16.837,87.032,80.107,-9.797,0.0,11.066,-22.906,-10.178,48.024,54.908,0.0,-41.243,0.0
226,22.6804,195.2311,78.4574,0.433,-0.838,-17.514,8.176,14.134,38.528,4.11,-12.386,-1.607,-4.811,-20.306,-23.302,7.5,1.551,15.0,9.091,2.909,14.842,-19.21,17.701,150.0,80.38,-9.515,0.0,11.365,-22.396,-10.068,49.98,55.985,0.0,-41.915,0.0
227,22.8101,195.5607,78.5838,-0.2,-0.92,-16.845,7.843,14.119,36.629,3.861,-4.599,-1.775,-4.115,-17.993,-20.605,6.939,6.091,15.0,8.792,2.749,14.803,-18.714,18.531,64.057,74.544,-9.261,0.0,11.104,-22.027,-10.395,52.008,55.099,0.0,-42.959,0.0
228,22.913,195.8551,78.7119,-0.856,-0.983,-16.163,7.64,14.459,36.005,4.029,-10.835,-1.89,-3.56,-15.688,-18.245,7.058,2.533,15.0,8.383,2.734,14.822,-18.012,20.123,-21.887,62.391,-9.03,0.0,10.585,-21.858,-10.928,53.925,54.946,0.0,-44.272,0.0
229,22.9882,196.1166,78.8288,-1.383,-0.983,-15.464,7.46,14.84,35.509,4.081,-14.542,-1.95,-3.252,-13.349,-15.629,7.537,-0.961,15.0,7.778,2.763,14.933,-16.648,22.256,-47.985,43.612,-8.822,0.0,9.917,-21.915,-11.519,55.756,55.179,0.0,-45.742,0.0
230,23.0373,196.3419,78.9332,-1.848,-0.996,-14.82,7.295,15.139,34.881,3.812,-8.439,-1.96,-3.1,-11.036,-12.636,8.21,-3.082,15.0,7.318,2.786,15.018,-16.484,23.114,-36.655,40.553,-8.638,0.0,9.171,-21.791,-12.195,56.553,55.632,0.0,-47.288,0.0
231,23.0631,196.5168,79.022,-2.306,-1.061,-14.201,7.142,15.373,34.21,3.904,-13.421,-1.935,-3.039,-8.797,-9.27,9.005,-6.096,15.0,6.873,2.759,15.135,-16.662,23.561,-36.103,43.74,-8.482,0.0,8.401,-21.621,-12.899,56.742,56.34,0.0,-48.849,0.0
232,23.0735,196.6341,79.0863,-2.629,-1.19,-13.56,7.052,15.514,33.555,3.518,-4.129,-1.88,-2.99,-6.708,-5.721,9.617,-4.898,15.0,6.438,2.683,15.292,-17.208,23.773,-45.923,49.048,-8.356,0.0,7.655,-21.387,-13.575,56.299,57.244,0.0,-50.358,0.0
233,23.0809,196.6918,79.1222,-2.819,-1.379,-12.857,6.99,15.535,32.749,3.227,1.308,-1.793,-2.859,-4.999,-2.765,9.857,0.901,15.0,6.075,2.559,15.444,-18.353,23.408,-76.791,60.848,-8.263,0.0,6.974,-21.076,-14.216,55.706,58.373,0.0,-51.73,0.0
234,23.0974,196.7011,79.1327,-2.864,-1.514,-12.126,7.036,15.466,32.279,3.019,-1.247,-1.659,-2.623,-3.954,-1.26,9.872,4.881,15.0,5.904,2.363,15.545,-20.634,22.141,-102.898,79.823,-8.193,0.0,6.391,-20.431,-14.607,52.772,60.388,0.0,-52.883,0.0
235,23.1241,196.672,79.1203,-2.777,-1.578,-11.399,7.005,15.193,31.382,2.819,-0.119,-1.484,-2.321,-3.4,-0.564,9.642,10.17,15.0,5.602,2.026,15.674,-21.935,21.623,-150.0,91.489,-8.135,0.0,5.936,-20.055,-15.136,52.436,60.827,0.0,-53.739,0.0
236,23.1579,196.6063,79.0861,-2.561,-1.672,-10.694,6.988,14.793,30.411,2.714,-3.713,-1.289,-1.965,-3.357,-0.837,9.554,4.0,15.0,5.238,1.609,15.831,-22.056,22.609,-64.057,91.073,-8.094,0.0,5.639,-19.76,-15.442,51.563,61.541,0.0,-54.346,0.0
237,23.1925,196.5126,79.0381,-2.253,-1.802,-10.032,7.049,14.384,29.696,2.321,1.553,-1.104,-1.571,-3.747,-2.052,9.294,2.143,15.0,4.994,1.153,15.947,-22.212,23.398,21.887,90.376,-8.08,0.0,5.469,-19.514,-15.631,50.93,62.916,0.0,-54.784,0.0
238,23.2246,196.3927,78.9872,-1.945,-1.96,-9.443,7.137,14.037,29.105,2.132,3.095,-0.961,-1.145,-4.294,-3.581,8.882,5.986,15.0,4.988,0.747,16.019,-22.869,23.844,-20.869,93.46,-8.105,0.0,5.371,-19.091,-15.665,48.52,64.644,0.0,-55.124,0.0
239,23.2516,196.2371,78.9411,-1.707,-2.146,-8.998,7.239,13.831,28.668,2.292,-3.637,-0.883,-0.732,-4.79,-4.975,8.765,3.354,15.0,4.834,0.429,16.164,-21.505,26.1,-76.638,80.177,-8.178,0.0,5.299,-18.965,-15.609,46.229,66.919,0.0,-55.431,0.0
240,23.2739,196.0489,78.9021,-1.56,-2.325,-8.686,7.348,13.822,28.469,2.276,-0.91,-0.874,-0.345,-5.103,-6.013,8.575,6.474,15.0,5.009,0.281,16.17,-21.558,26.663,-132.367,77.842,-8.3,0.0,5.223,-18.645,-15.75,44.178,69.276,0.0,-55.699,0.0
241,23.2971,195.8426,78.8722,-1.508,-2.489,-8.402,7.432,13.986,28.282,2.601,-6.405,-0.918,0.058,-5.235,-6.804,8.422,8.772,15.0,5.298,0.312,16.119,-22.153,26.356,-150.0,84.117,-8.465,0.0,5.135,-18.209,-15.946,41.452,71.84,0.0,-55.865,0.0
